7504 7213
819 45 0.5
549 850 1
619 433 0.2
905 19 0.5
979 213 0.5
800 1063 0.333333
767 987 0.5
505 34 1
4 993 0.2
90 534 0.1
177 131 0.333333
44 680 0.333333
160 473 0.5
117 155 1
90 308 1
600 283 1
365 1050 0.5
890 729 0.2
832 733 0.1
571 1221 0.2
987 572 1
623 616 1
282 1173 1
375 67 1
486 555 1
1208 1155 1
944 297 0.5
444 362 0.2
376 1194 0.333333
78 940 1
314 1101 1
682 501 1
77 1181 0.1
1169 333 0.2
1192 1216 0.2
1095 376 1
58 97 1
71 939 1
1211 92 1
1035 170 1
857 484 0.2
425 340 0.5
609 418 1
1140 364 0.5
913 730 1
844 1000 1
1104 1058 0.5
836 1130 0.333333
929 292 1
168 104 0.5
347 135 1
405 560 1
964 343 1
1052 260 1
1076 1174 1
267 1192 1
1058 248 0.333333
1120 258 0.333333
501 361 1
371 530 0.2
808 877 0.5
506 59 1
116 197 1
970 26 1
536 276 0.2
7 941 0.333333
80 776 0.5
1212 673 1
599 348 0.5
1104 1116 1
887 701 0.5
805 381 1
60 498 1
55 642 0.333333
708 353 0.5
88 360 1
1058 440 1
227 827 1
480 203 1
269 482 1
587 146 0.5
560 952 0.333333
990 186 0.333333
791 639 1
1015 124 1
293 609 0.333333
512 842 0.5
681 1069 0.2
300 724 1
267 993 1
524 357 0.1
259 918 0.5
1170 1082 1
958 1047 1
960 839 1
92 1133 1
410 819 1
740 278 0.333333
673 578 0.333333
1207 20 1
603 544 0.5
940 1201 1
1005 1148 0.333333
431 57 1
496 1018 0.2
1082 1110 0.5
229 695 1
217 609 1
846 59 1
579 44 1
479 1044 1
1134 761 1
260 544 1
866 975 0.5
72 249 1
515 505 1
42 734 1
1215 126 0.5
616 146 1
596 1123 0.5
596 379 0.1
315 687 1
408 948 1
427 988 1
900 234 1
1168 1147 1
894 1189 0.333333
93 355 1
1123 972 1
990 345 0.333333
75 116 1
205 828 0.5
270 410 0.5
879 837 1
414 911 1
199 856 0.2
60 925 0.5
655 1018 1
551 918 1
593 1083 0.1
535 1158 1
30 537 0.5
610 807 1
915 860 1
556 52 0.333333
35 648 1
1057 708 0.1
1220 140 1
516 1088 0.2
783 458 0.1
570 167 0.333333
870 595 1
775 1205 1
265 72 1
989 628 1
178 1060 0.2
621 69 0.5
369 463 1
309 979 1
342 540 1
234 1110 0.5
459 1155 0.5
1222 1104 0.1
743 543 0.5
298 309 1
303 885 0.1
955 283 0.5
1093 1050 0.5
942 533 0.2
656 875 0.5
829 1110 0.1
344 346 1
453 742 0.5
942 659 1
677 132 1
1041 435 1
416 167 0.5
257 434 1
561 153 0.5
225 810 1
0 813 0.1
886 1157 0.2
480 785 1
353 504 0.2
770 356 1
273 571 0.5
1058 161 0.5
903 418 1
179 979 1
782 379 0.1
640 379 1
1180 42 1
17 920 0.2
819 447 0.5
1058 1217 1
603 664 0.2
583 499 0.333333
302 180 1
58 756 1
761 315 1
1052 129 1
107 483 1
319 500 1
491 97 0.5
1167 1155 0.333333
150 933 0.1
927 690 0.333333
1039 992 0.1
1172 1050 0.5
632 986 1
472 815 0.333333
691 96 1
523 415 0.5
53 80 1
427 24 0.5
1192 571 0.1
176 672 1
57 488 1
117 834 1
505 244 0.2
1207 1113 0.1
1213 978 1
480 278 1
247 728 0.1
111 329 1
304 299 0.2
208 872 1
1199 929 1
736 221 0.333333
101 726 1
23 1107 1
363 1098 1
1196 752 1
396 999 1
899 284 0.5
203 588 0.5
476 1193 1
596 1169 1
378 683 0.5
597 1181 1
632 1205 0.5
556 742 1
633 1113 1
988 286 1
419 1185 0.333333
1006 562 1
240 213 1
347 1206 1
557 361 0.333333
591 132 0.333333
922 1161 0.2
740 892 1
5 302 0.2
847 464 1
1037 883 1
287 1064 1
126 478 0.1
333 1222 0.333333
486 556 1
496 1147 1
861 846 1
383 761 0.1
647 1163 0.1
1198 1184 0.5
812 998 1
785 63 0.1
97 586 0.1
417 919 1
322 579 1
986 1075 0.2
559 1111 1
70 271 0.5
474 92 1
353 67 1
697 879 0.333333
272 838 0.1
911 109 0.5
1202 526 0.333333
1096 849 1
721 612 1
667 1171 0.333333
236 18 1
138 889 1
805 20 1
211 1114 0.5
1013 163 1
1051 248 0.5
453 227 0.2
1172 498 1
850 393 1
1174 1060 0.5
164 73 0.5
218 211 0.333333
1191 191 1
181 799 0.1
51 986 0.2
758 815 1
749 442 1
870 391 0.1
1013 415 0.5
546 367 1
423 928 0.5
319 1146 1
279 288 1
258 470 0.333333
129 521 0.5
956 453 0.333333
412 1203 0.5
492 24 0.333333
244 1037 1
389 757 0.333333
371 1181 1
426 674 1
264 127 1
1119 386 1
725 912 1
94 645 0.5
675 231 1
475 1120 1
270 538 0.1
878 927 1
1026 75 1
880 899 0.5
1054 1163 1
293 234 0.5
400 133 1
1027 624 0.2
59 76 0.5
691 551 1
124 1219 0.5
595 48 1
600 1074 1
134 731 0.2
342 959 1
1075 427 0.2
145 827 0.333333
127 1028 0.5
1152 262 0.5
756 953 0.5
1083 1078 1
1123 450 0.5
42 224 0.1
656 755 0.2
946 1097 0.2
350 124 0.1
386 269 1
554 397 0.5
521 723 0.5
960 256 0.5
1125 513 1
460 811 0.5
1066 27 1
301 683 1
664 803 0.1
1160 1153 1
861 713 0.5
165 442 0.2
895 963 1
664 1097 0.5
164 174 1
1138 634 0.1
514 478 0.5
510 779 0.5
39 617 0.333333
665 951 1
589 95 0.5
1152 537 1
824 674 1
266 945 1
827 1119 1
742 531 1
430 1009 0.333333
941 962 1
980 753 0.1
819 481 1
185 245 1
141 174 0.5
688 998 0.2
897 438 0.5
197 42 0.1
722 1182 1
440 389 1
172 504 1
998 658 1
878 254 1
139 836 1
290 978 1
977 840 0.1
1116 514 0.2
151 1108 0.333333
702 607 1
562 1047 1
207 393 0.2
386 565 1
94 220 0.5
284 757 1
1116 1047 1
502 801 1
458 1091 1
455 416 0.2
494 1119 1
493 458 0.333333
55 1062 1
518 622 0.2
417 717 1
571 175 1
1132 69 0.2
225 968 0.5
158 203 1
606 658 1
114 327 0.1
229 1217 1
565 446 1
469 964 1
939 159 0.5
406 1127 1
1027 1036 1
249 38 1
669 196 0.5
958 1200 0.333333
838 91 1
613 717 0.5
418 59 0.333333
888 926 1
1154 642 1
89 222 1
422 423 0.1
824 672 0.5
542 515 1
67 648 1
1045 263 0.333333
729 50 0.2
805 468 1
500 530 0.333333
763 859 0.333333
756 122 1
256 544 0.5
1189 542 0.5
111 1084 0.5
453 326 1
771 148 1
355 51 0.333333
655 30 0.1
1015 531 0.2
252 468 1
528 2 1
200 655 1
295 1019 0.2
1062 304 0.5
693 757 0.5
574 703 1
1116 1058 1
882 490 0.333333
290 680 1
229 106 0.5
598 1032 1
692 9 0.5
107 305 0.5
461 541 0.5
1074 11 1
392 983 0.2
256 50 1
171 932 1
513 396 0.5
561 1023 0.5
680 398 1
372 1091 1
719 372 0.333333
37 8 0.1
485 1082 0.5
38 648 0.5
1121 904 1
1212 249 0.2
571 1160 0.5
1007 498 1
724 352 0.2
1075 1121 0.1
1007 617 1
21 1051 0.5
1197 710 0.1
335 749 0.1
456 647 1
627 1033 1
78 779 0.2
751 563 1
2 64 0.5
48 314 1
1185 98 1
645 517 0.333333
940 491 0.1
664 826 1
640 456 1
1092 257 0.5
570 335 1
382 1086 0.5
692 262 0.5
528 310 1
659 669 0.333333
184 92 0.1
761 206 0.2
826 870 0.333333
416 685 1
225 554 0.1
670 298 0.1
1068 680 1
806 546 1
180 248 1
694 907 1
481 1091 1
1181 630 0.5
753 233 1
324 1046 1
749 445 0.2
207 289 1
1 134 1
55 115 0.333333
371 295 0.333333
998 164 1
246 1042 0.5
808 1000 0.2
354 530 0.2
770 29 0.2
1045 1175 1
1048 159 0.5
126 160 0.5
281 612 1
982 984 0.2
708 759 0.333333
118 179 0.5
619 988 1
925 119 1
637 63 0.333333
570 282 0.2
552 504 1
1220 630 1
1196 911 0.5
65 1067 0.1
849 552 1
177 670 1
944 66 0.5
265 165 0.2
117 803 1
792 150 1
1022 1099 1
586 270 1
310 244 0.333333
1043 706 0.2
315 332 1
743 906 0.2
127 627 0.5
500 66 1
562 581 0.333333
688 150 1
269 1173 1
752 536 0.333333
641 20 0.333333
616 1063 1
434 552 1
1202 72 0.2
1019 200 1
77 1097 0.5
524 436 1
947 1124 0.1
298 568 1
1146 97 1
644 738 1
1180 528 1
1199 137 1
327 116 1
361 1135 1
196 387 1
97 85 1
580 206 1
1213 505 0.5
970 428 1
40 246 0.1
750 600 0.5
77 576 0.1
1180 77 1
1133 438 1
459 634 0.1
883 1128 1
917 485 1
852 872 0.2
133 1016 1
1130 1056 0.2
817 980 0.5
1033 1058 1
162 1015 0.333333
1028 99 1
583 956 0.1
922 1013 1
520 707 0.1
324 336 1
1031 469 0.5
116 774 0.1
1068 368 1
570 178 0.5
649 738 0.333333
804 543 1
572 1126 1
973 1222 1
454 916 0.333333
421 414 0.5
434 222 0.5
240 736 1
674 978 1
469 325 0.5
98 974 0.1
314 556 1
233 1128 0.2
678 52 1
914 507 1
633 102 1
1086 933 0.5
1183 347 1
4 1022 1
417 268 1
1009 763 0.5
289 1078 1
113 485 1
236 1163 1
756 28 1
142 1059 0.5
769 96 1
1190 453 0.1
1123 458 1
812 875 0.1
0 1058 1
162 522 1
55 635 1
249 45 1
496 1198 1
424 515 1
851 61 1
988 425 0.1
647 326 0.5
104 312 0.5
1053 312 0.5
716 871 1
234 100 0.333333
237 350 0.1
577 20 0.5
946 445 1
325 470 0.5
627 633 0.2
556 57 0.1
117 558 1
553 388 1
1222 1104 0.5
1190 512 0.2
967 749 0.5
1187 104 0.5
556 224 1
43 550 1
385 351 1
1153 81 1
1024 198 0.5
1207 1148 0.5
50 322 0.5
988 686 0.5
406 828 0.2
571 792 0.2
1153 125 1
958 565 1
407 950 1
489 881 1
1025 1079 1
70 1064 0.1
727 288 1
440 53 0.2
665 856 0.1
813 204 1
240 532 0.2
717 267 0.1
918 674 0.333333
644 337 1
451 536 1
853 606 0.5
1180 508 1
178 948 1
688 787 0.5
1200 774 0.333333
58 1014 1
661 905 0.333333
606 997 1
675 418 1
800 869 1
384 896 0.1
603 28 0.5
1110 206 1
448 68 0.1
643 45 1
216 500 0.1
321 335 1
693 941 0.333333
87 790 0.333333
1041 367 0.5
85 1148 1
132 528 1
688 416 0.333333
539 864 0.5
1178 284 1
145 500 0.5
523 1218 0.5
981 1085 1
817 1172 0.5
642 164 1
113 646 0.5
481 779 1
51 641 1
1050 1180 1
894 1135 1
1180 454 1
1140 152 0.333333
212 1133 0.1
622 1124 1
997 543 1
516 657 0.2
1183 312 1
330 364 0.5
1116 191 0.1
718 1086 0.333333
1001 217 1
561 135 1
514 744 1
330 541 1
492 315 1
818 831 1
568 791 0.333333
271 1122 0.1
1012 189 0.2
885 907 0.333333
670 685 0.1
83 421 0.5
46 109 0.5
1142 836 1
90 502 0.5
1202 98 1
525 1063 1
558 509 0.2
954 298 1
319 1183 0.5
341 1027 0.5
184 1111 1
955 331 1
422 647 1
33 737 1
356 717 1
684 416 1
581 974 0.2
1170 706 1
329 199 0.333333
793 541 0.5
1116 1122 1
1034 854 0.1
235 54 1
273 484 1
814 15 0.5
626 1096 0.2
676 454 1
838 402 0.1
473 1128 0.333333
465 1095 1
261 162 1
1169 1196 1
358 209 0.5
592 482 1
340 470 1
1202 1097 0.333333
34 550 0.333333
238 563 0.333333
322 210 0.333333
209 675 0.5
1033 936 1
534 56 1
889 812 0.5
472 181 1
936 521 0.5
590 500 1
117 931 0.5
98 344 0.1
53 666 0.333333
1136 49 1
868 257 1
1160 791 0.333333
203 457 0.5
677 103 0.5
1205 213 0.1
981 1200 1
1027 94 1
401 590 1
1132 643 0.2
850 556 0.1
417 598 0.5
921 536 1
655 739 1
375 590 0.5
276 970 0.333333
698 728 1
794 532 0.5
169 108 0.333333
1112 17 1
672 42 0.1
281 459 1
545 157 1
1202 1209 0.1
665 758 0.2
230 1034 0.5
406 509 0.5
560 477 0.2
808 647 0.5
820 933 1
1078 382 0.1
240 663 0.1
826 1208 0.1
726 362 1
538 201 0.333333
115 431 0.2
265 12 1
317 572 1
76 554 0.5
1165 151 0.5
223 403 1
546 643 0.5
106 643 1
220 146 0.5
717 1082 0.1
353 371 0.2
198 1034 1
949 128 0.5
954 601 0.1
781 941 1
714 1164 0.333333
633 885 1
389 165 1
527 385 0.2
202 1102 0.333333
903 630 0.5
384 2 0.2
1100 951 0.2
1165 1079 1
958 637 1
76 526 1
1217 1159 0.2
555 722 1
934 26 1
236 625 0.2
191 703 1
120 1087 0.5
258 965 1
921 81 1
962 214 1
722 687 1
820 1079 0.5
977 411 1
76 519 1
783 1152 0.333333
940 120 0.333333
505 638 0.2
71 896 1
986 594 0.333333
137 730 0.1
719 229 1
208 223 0.5
29 1200 0.333333
970 450 0.5
714 407 0.5
257 125 1
504 630 1
1012 1098 0.5
39 861 1
1164 998 1
58 495 1
36 1100 1
696 303 0.5
115 50 1
54 1161 0.5
1146 196 0.5
309 1097 0.5
110 886 0.2
807 99 0.2
446 40 1
418 98 0.333333
191 134 0.5
1014 4 0.333333
162 120 1
983 571 1
989 494 1
1120 1200 0.5
229 87 0.5
40 68 1
712 514 0.1
333 107 1
450 298 1
840 486 1
708 648 0.5
230 806 0.5
87 572 0.333333
537 867 1
35 1096 0.1
22 310 1
505 1022 0.5
1028 133 0.2
824 980 0.2
755 597 1
1087 83 1
713 710 0.1
513 1194 0.5
1205 905 0.2
1049 940 1
583 136 0.5
979 1038 0.2
270 17 0.2
462 842 0.5
953 771 1
1104 1032 1
1077 522 1
634 209 1
763 192 0.5
107 415 0.333333
944 998 1
472 1151 0.333333
197 199 0.5
54 1058 0.5
66 1185 1
675 1066 0.333333
541 921 1
688 332 1
409 269 0.5
606 773 0.2
520 494 1
967 1059 1
338 432 0.5
392 665 1
855 627 1
307 471 0.2
22 566 0.333333
710 72 0.1
293 738 0.5
899 288 1
593 1179 1
734 97 1
1137 435 0.5
597 2 1
1146 857 0.1
712 339 0.333333
1122 361 0.2
55 246 0.5
562 936 0.5
788 1010 1
1146 380 1
190 1115 0.2
1087 1029 0.5
1193 800 0.5
742 1120 1
918 610 0.5
1136 509 0.333333
697 961 0.5
330 698 0.5
1098 263 1
105 583 1
291 773 0.1
575 1034 1
72 1005 0.1
1190 524 0.5
720 616 0.1
986 529 1
391 400 1
438 730 1
199 1002 1
970 281 1
73 572 0.5
290 1148 1
1108 394 0.5
281 758 1
574 653 0.2
651 416 1
411 1204 1
1133 420 0.333333
504 1016 1
138 764 0.5
753 11 1
918 301 1
68 584 1
1050 865 1
903 216 1
976 41 1
1148 452 0.333333
498 760 1
577 438 0.5
7 974 1
543 504 0.2
826 596 1
208 664 0.2
1207 888 0.1
916 569 0.2
54 719 0.333333
832 644 1
369 1142 0.5
722 894 1
869 901 0.1
954 618 1
1050 222 0.5
1019 430 1
1174 812 1
972 902 1
556 130 0.5
1008 963 0.5
260 506 0.2
272 402 0.333333
1119 446 1
892 574 0.333333
1168 799 1
818 595 1
306 546 1
285 692 1
8 26 1
449 1034 1
312 468 0.2
492 1137 1
739 207 0.1
665 1099 1
1209 1045 1
1149 1037 1
693 120 1
224 802 1
656 810 1
1219 37 1
1093 349 1
250 15 0.2
1033 755 1
212 197 1
363 580 0.5
90 506 0.5
412 1199 1
58 597 0.5
793 31 1
331 424 0.333333
77 295 1
291 545 1
816 752 0.2
325 139 1
108 502 1
110 990 1
1149 179 0.2
259 237 1
998 204 1
895 535 1
432 1009 1
715 77 0.5
188 67 1
416 790 1
841 898 1
1020 1009 0.333333
482 109 0.5
318 369 1
751 541 1
389 213 0.5
54 1042 1
809 931 0.5
60 1120 0.5
63 710 1
603 329 0.333333
819 126 1
802 609 0.2
964 101 0.5
538 852 1
317 18 1
1028 469 1
302 452 0.333333
51 512 0.5
265 576 0.1
871 1179 1
327 775 0.5
1189 354 1
112 492 1
1023 1031 1
30 125 1
472 327 0.333333
1131 1026 1
672 1078 1
110 120 0.5
258 165 1
1133 890 1
85 30 1
869 142 1
928 1166 0.333333
616 370 0.2
719 842 1
465 1147 0.2
267 993 0.1
979 1103 1
217 536 0.333333
635 843 1
1001 928 0.333333
896 574 0.5
886 676 0.1
255 69 1
972 1185 1
793 427 0.333333
814 1092 1
691 22 0.1
1084 239 1
817 48 0.2
1043 1050 0.2
474 723 1
444 783 0.5
754 1038 0.2
211 1184 1
907 754 0.1
702 345 1
268 210 1
111 72 1
490 889 0.5
489 1107 0.1
590 755 1
439 373 0.333333
964 1127 1
335 512 0.2
65 196 1
619 899 1
1043 341 0.5
265 452 1
521 942 1
429 605 1
560 369 1
192 808 0.5
1003 946 1
804 455 1
565 917 1
255 313 1
290 530 0.5
932 1193 1
424 491 1
1202 920 1
641 655 0.1
9 21 1
973 1024 1
1015 1002 1
346 742 0.2
270 997 0.2
268 461 0.1
1003 170 1
571 594 0.1
254 573 0.1
940 388 0.2
771 397 0.333333
585 147 1
518 1162 1
510 285 0.5
592 953 0.333333
162 395 1
263 175 1
333 1143 0.2
895 572 1
329 289 0.5
814 234 1
924 1216 1
9 512 0.5
890 196 0.5
894 1185 1
242 125 1
52 388 0.5
429 721 0.2
177 791 1
896 294 0.2
781 1108 0.5
237 809 0.2
1063 1215 0.5
606 883 0.1
6 951 0.2
358 1193 0.2
1106 419 0.2
806 848 0.1
823 200 1
190 1096 0.333333
242 1051 1
529 462 1
1207 303 0.5
1173 83 0.333333
907 89 0.333333
603 448 0.5
424 728 1
204 708 0.2
705 308 0.5
1172 895 1
709 1138 1
132 841 1
762 825 0.1
161 1173 0.5
840 857 1
24 237 0.5
798 1058 1
1166 436 1
1160 1141 1
527 264 1
991 148 1
855 677 0.5
784 613 0.5
587 774 0.5
473 788 1
846 812 0.333333
841 785 0.5
341 728 1
152 1062 1
1066 367 1
429 532 1
104 164 0.5
620 122 0.5
1136 709 1
776 357 1
50 1203 1
1181 1219 0.5
98 337 0.5
674 887 1
343 730 1
673 333 0.5
1151 834 1
257 628 1
1200 542 0.5
472 492 0.333333
929 940 0.333333
975 898 1
584 171 1
95 19 0.1
1065 759 1
1180 606 0.333333
1001 931 1
986 1189 1
1094 340 1
1086 812 0.1
608 915 0.5
508 668 0.333333
7 426 1
241 521 1
535 760 1
337 717 0.333333
868 892 1
1011 656 1
162 527 1
649 787 1
802 570 1
276 1078 0.5
1045 260 1
1159 898 1
466 210 1
533 944 0.1
381 590 0.2
1160 378 1
1079 937 1
115 760 1
361 339 0.2
697 615 1
80 834 0.1
287 770 0.5
1014 14 1
453 944 1
1007 102 1
833 39 1
886 292 1
243 805 0.5
388 340 1
674 1037 0.5
419 1118 1
820 182 0.2
897 370 1
358 1221 0.2
366 1005 0.333333
139 1012 1
289 675 1
551 918 0.333333
349 481 0.1
487 1155 1
18 748 1
780 346 1
1089 417 1
587 775 1
632 1141 1
1176 454 1
934 1141 1
159 469 0.2
188 818 1
558 83 0.5
743 498 1
822 55 0.2
655 318 1
858 905 0.1
1059 711 0.5
216 665 1
385 773 0.5
6 106 1
942 295 1
1137 853 1
41 373 0.2
90 370 0.1
486 1025 0.5
472 1057 0.2
837 893 0.2
691 283 1
999 668 1
3 674 1
1095 790 1
560 704 0.2
505 745 1
948 10 1
1017 496 0.1
182 968 1
252 979 0.333333
1033 844 0.1
431 621 0.1
999 1021 0.333333
450 893 1
594 628 1
765 1133 0.2
86 33 0.333333
175 224 0.333333
462 406 0.1
584 658 1
772 866 0.5
21 74 1
334 247 1
99 1094 0.5
1051 862 0.5
1087 404 1
217 888 0.1
580 237 0.333333
216 699 0.1
1218 457 0.2
1150 7 0.5
703 425 1
52 759 1
818 32 0.5
32 1083 1
271 122 1
421 339 1
1000 920 0.2
581 310 0.2
966 702 1
786 629 0.5
249 507 0.2
580 956 1
1158 948 0.5
384 981 1
473 426 0.2
538 847 1
1093 1022 0.2
1060 777 1
900 520 0.1
371 83 1
1073 729 0.5
150 86 1
1210 21 1
254 406 0.1
381 53 1
630 988 1
1218 859 1
1075 1093 0.333333
19 1167 1
888 712 0.2
338 959 1
295 1110 0.5
779 271 0.5
592 525 0.2
559 906 0.5
127 710 1
940 706 0.1
328 955 1
494 974 0.5
355 1036 0.333333
299 152 0.1
146 844 0.333333
80 401 0.5
433 993 0.333333
1191 726 0.5
351 28 0.5
103 968 0.1
284 73 1
336 965 0.5
1125 494 1
181 793 0.1
1023 113 0.5
99 194 1
273 627 1
544 992 0.2
498 121 0.333333
765 621 1
87 905 1
760 415 1
1185 715 0.5
597 896 0.5
987 1093 0.333333
569 1193 1
156 640 1
306 1184 1
1183 459 1
39 399 0.1
1086 883 1
555 817 1
591 779 0.1
296 153 0.5
1190 314 0.1
975 884 1
954 214 1
734 520 0.5
681 878 0.2
748 91 1
611 352 0.5
553 907 1
84 672 1
331 968 1
251 110 1
438 1085 1
993 817 1
965 725 0.2
72 183 1
36 106 1
399 717 1
1216 444 0.2
8 528 1
1199 859 0.5
97 1110 0.2
930 723 1
598 493 0.5
877 632 0.1
454 704 1
82 1138 1
1025 711 1
1097 705 0.2
27 713 1
456 689 0.333333
201 786 1
882 891 1
599 663 1
1134 318 0.333333
1171 772 1
565 854 1
463 1054 1
1077 102 0.5
913 130 0.1
451 983 1
848 1184 0.5
307 843 0.5
92 219 0.2
1164 130 0.1
25 475 1
1211 215 0.1
262 678 0.333333
851 532 0.1
922 619 1
880 244 0.1
304 1093 1
912 177 0.5
361 667 0.333333
474 1005 0.5
905 1031 1
59 193 1
465 455 1
701 481 1
1040 180 0.5
683 235 0.5
912 539 1
276 625 0.1
483 987 0.5
481 238 0.5
609 318 0.5
386 377 0.1
379 16 1
1049 718 1
203 932 1
374 393 1
1186 82 0.5
645 756 0.5
678 413 0.5
553 894 0.333333
210 677 0.333333
72 1064 1
524 220 0.5
605 443 1
1168 1044 0.333333
259 592 1
411 555 0.333333
673 1200 1
1164 655 0.1
990 382 0.5
1055 989 0.5
611 1061 1
942 759 0.5
67 539 0.5
1132 881 1
1081 1140 1
200 328 1
625 1001 0.5
979 117 1
524 281 0.333333
138 113 0.333333
32 1122 1
164 841 1
913 82 0.333333
882 1215 1
1070 247 1
626 448 1
1135 247 0.1
397 400 1
712 925 0.2
584 1063 1
222 269 0.5
921 433 1
331 123 1
677 179 0.333333
681 26 0.333333
602 1050 1
25 136 0.333333
847 533 1
959 420 0.333333
130 178 0.5
1035 400 1
615 98 1
211 827 1
287 281 1
354 137 0.5
669 739 0.5
209 1162 1
393 786 1
978 919 1
41 1050 1
962 862 0.5
531 651 0.5
105 863 0.5
627 1150 0.1
900 678 0.5
803 125 0.333333
103 334 0.1
366 1125 1
733 880 0.1
297 95 1
436 1057 1
975 366 1
786 471 0.2
599 272 1
693 1173 1
98 1150 1
242 427 1
326 1190 1
369 700 1
935 171 0.333333
502 607 0.5
105 756 1
360 717 1
254 93 1
870 1183 1
544 58 0.333333
740 300 1
47 1023 0.1
877 170 1
140 279 0.1
722 1179 0.333333
313 458 1
269 818 0.5
1094 1073 0.2
968 720 1
363 438 0.1
908 1178 0.2
657 399 0.2
374 53 0.2
792 591 1
555 90 1
99 800 0.5
797 1070 1
989 941 1
51 1083 0.5
296 223 1
996 1131 0.5
774 565 0.2
749 940 1
894 906 1
492 635 1
47 1131 0.2
457 706 1
65 869 1
1144 921 0.5
67 1217 1
255 165 0.1
794 939 0.1
510 862 1
677 930 1
211 199 0.333333
1059 643 0.1
659 1100 0.1
105 340 1
493 658 1
1137 725 0.1
385 980 0.2
1160 949 0.2
55 633 0.5
1113 484 1
1028 696 0.5
355 532 0.5
814 365 0.1
326 471 0.333333
311 138 0.5
1217 52 1
466 834 0.2
1102 772 0.333333
232 827 0.2
620 718 0.333333
1113 920 1
582 53 0.333333
1091 41 1
652 367 1
553 679 0.5
1112 1070 1
1174 710 1
167 590 0.1
903 822 0.333333
652 616 1
60 903 0.1
561 262 0.5
372 528 1
548 1180 1
369 511 0.1
328 797 0.2
736 748 1
756 89 0.1
325 992 1
1119 819 1
581 53 0.2
964 615 0.5
177 161 1
1051 709 1
1070 252 0.1
941 977 1
1057 490 1
264 421 0.5
457 746 0.5
647 1039 1
230 398 1
1113 139 1
1036 317 0.5
264 542 0.5
1070 786 0.5
1163 505 1
5 736 0.2
819 174 1
70 632 1
313 453 1
153 1080 1
840 970 0.333333
919 1181 0.5
1159 222 1
885 466 1
434 407 1
563 809 1
356 802 0.1
571 872 1
706 1186 1
1054 513 0.5
181 130 0.2
1067 1049 1
221 985 0.333333
1140 1044 1
400 255 0.2
562 1215 0.333333
238 348 0.5
88 93 1
967 1196 1
1076 1028 0.2
216 383 0.333333
326 624 0.2
395 845 1
686 762 0.333333
617 337 0.5
130 899 0.2
452 1137 1
750 399 0.5
301 540 1
212 790 1
1033 1006 1
364 110 1
315 902 0.5
425 762 1
356 156 0.333333
939 683 1
688 309 1
786 1060 0.1
151 138 0.333333
1109 748 1
650 558 0.1
970 97 0.5
692 809 0.5
432 12 1
109 368 0.333333
520 482 0.333333
211 1170 0.2
610 1130 0.2
582 455 0.2
1095 342 1
1176 166 0.5
1040 1136 1
585 1002 0.2
635 212 0.333333
621 718 0.333333
763 16 1
763 624 0.333333
1073 408 0.5
393 164 0.5
1075 37 1
853 1213 0.2
793 204 0.1
400 789 0.2
817 598 1
23 1219 1
821 1156 1
448 1094 0.1
23 118 0.333333
1126 511 0.333333
238 761 0.5
89 391 0.5
106 358 0.1
433 1156 0.2
540 750 1
859 774 0.333333
245 769 1
869 1217 0.1
69 415 0.333333
899 318 0.2
1068 953 1
877 216 0.5
247 719 1
647 1152 1
184 867 0.5
1145 503 1
450 1145 0.5
912 792 1
418 861 0.5
43 934 0.1
576 780 1
1044 434 0.1
1077 1079 1
246 503 1
968 1085 1
1218 181 1
192 632 1
1159 718 1
71 310 0.2
1018 353 1
1060 103 0.5
832 321 0.1
1217 176 0.1
272 819 1
479 962 1
728 957 0.1
257 323 1
931 259 0.5
349 727 0.2
1024 522 0.5
1014 359 0.2
958 365 1
511 756 1
1142 1028 1
1054 285 0.5
2 1013 0.5
355 444 1
116 549 0.2
993 898 1
957 1097 1
448 62 1
440 1021 1
754 706 0.2
417 625 0.2
900 854 1
1122 856 1
252 385 0.1
929 899 0.5
1039 1066 0.1
1050 1197 0.1
758 819 1
0 37 1
830 791 1
1193 382 0.2
139 60 0.333333
990 356 0.333333
805 1006 1
1064 1109 1
253 99 1
1134 1149 1
666 1082 0.5
260 1082 1
447 689 1
942 1056 1
14 370 0.5
1163 137 0.1
1120 943 0.333333
636 1181 0.1
1051 211 1
86 519 1
715 359 0.5
940 1017 1
1203 241 1
207 1183 0.5
817 372 1
264 709 0.2
465 606 0.5
845 416 0.5
715 244 0.333333
1080 727 1
546 616 1
1094 334 1
675 711 0.1
119 918 1
620 513 1
267 1174 0.5
52 813 0.5
351 833 1
609 722 0.2
1078 579 1
17 300 0.5
936 568 0.333333
29 418 0.5
983 537 0.1
1072 1157 1
706 599 0.333333
653 1048 1
778 177 1
922 786 0.2
881 1038 0.1
345 229 0.5
426 1166 0.1
411 369 0.5
711 527 0.333333
277 376 0.333333
356 256 0.1
783 910 1
801 465 1
826 561 0.333333
1176 219 0.5
454 565 1
31 165 0.5
177 973 1
1138 858 1
191 1135 1
798 268 1
781 1052 0.2
986 1027 1
543 631 0.333333
885 981 1
217 212 1
175 244 0.1
76 818 0.5
346 734 0.1
1144 925 0.5
665 897 1
46 852 0.5
1131 615 1
235 1158 0.1
297 1218 0.1
976 212 1
170 387 0.5
753 860 1
1086 1206 1
228 301 1
506 141 0.1
1053 187 1
205 493 0.1
1179 728 0.5
1164 200 0.1
82 350 1
832 520 1
603 447 0.5
763 707 1
38 936 1
1031 219 0.333333
